"","SRR18396491","SRR18396493","SRR18396494","SRR18396495","SRR18396500","SRR18396512"
"YKL072W",391,499,436,246,283,207
"YKL177W",20,29,15,7,17,14
"YKL186C",956,1367,963,737,815,662
"snR64",7,0,1,7,3,4
"YKR032W",41,69,57,9,40,24
"YKL132C",119,144,148,83,96,67
"YKL223W",2,3,1,0,0,0
"YKL078W",142,193,196,101,145,92
"YKL001C",1094,1222,714,575,613,355
"YKR040C",0,0,0,0,0,0
"YKL046C",1705,1968,1639,1124,1283,1317
"YKR017C",985,1128,843,563,644,620
"YKL058W",859,1340,977,445,632,419
"YKL208W",253,319,253,159,174,101
"YKR005C",367,424,398,244,291,236
"YKR034W",220,258,331,120,183,120
"YKL060C",22083,29342,34119,12711,19380,18916
"YKL030W",5,10,3,2,5,9
"YKL162C-A",141,210,129,98,106,82
"YKR091W",833,1264,883,712,900,842
"YKL096C-B",16,18,17,8,17,8
"YKL171W",3550,4694,3123,2242,2342,2811
"YKL025C",2443,2532,2157,1298,1458,1687
"YKL023W",2643,3197,3713,1830,2345,2018
"tR(UCU)K",4,3,0,2,0,0
"YKL215C",1222,1599,1023,862,736,1021
"YKL136W",12,10,13,5,6,13
"YKL033W",849,1041,707,549,427,609
"YKR023W",795,1204,978,563,627,577
"YKR067W",1554,1780,1133,864,861,1267
"YKL098W",1387,1817,1206,891,1005,1000
"YKL114C",750,1107,795,450,637,478
"YKL145W",4747,6379,4285,2913,3390,3661
"YKL057C",1136,1377,1139,732,770,808
"YKL106C-A",46,35,16,26,13,21
"YKL128C",860,734,521,404,412,403
"YKL008C",589,772,571,412,393,457
"YKL029C",1119,1828,1252,687,922,1099
"YKR047W",43,45,14,22,6,29
"YKL066W",1711,2010,1475,859,1104,973
"YKL119C",115,207,125,39,119,65
"YEL041W",751,1399,611,536,472,587
"YER011W",29,31,15,29,11,21
"YER158W-A",81,108,62,45,43,43
"snR53",0,1,0,0,1,0
"YER056C-A",661,1174,576,644,590,538
"YEL067C",92,188,78,61,57,100
"YEL054C",38,85,39,42,35,27
"YEL047C",824,1003,667,464,478,720
"YER146W",11,4,6,3,6,7
"YER159C",1833,2923,2391,1435,2040,1137
"YER084W",376,487,290,226,255,223
"YER183C",402,473,433,211,292,227
"YEL009C-A",3,4,1,1,3,2
"YEL059C-A",399,507,379,302,254,253
"YER172C",1763,2423,1732,1277,1229,1452
"YER092W",722,1392,928,540,680,428
"YEL008C-A",0,0,0,0,0,0
"YEL032W",1113,1538,1134,931,809,998
"YEL010W",1,1,1,1,1,0
"YEL040W",126,220,166,91,121,101
"YEL059W",236,364,197,168,200,99
"YER105C",1674,2322,1554,1156,1089,1257
"YEL053C",472,768,481,378,348,396
"YEL046C",1322,2093,1610,781,1062,1237
"YER137C",92,188,89,82,97,69
"YER013W",1514,1702,1739,887,1179,980
"YER147C-A",91,154,120,78,65,73
"YEL036C",2620,3445,2622,1714,1840,1550
"YER094C",2375,3090,1987,1240,1531,1577
"YER038C",1274,2143,1533,725,928,731
"YEL034W",0,0,0,0,0,0
"YER144C",4349,4773,3172,2914,2668,2870
"YER069W",717,915,816,478,472,469
"YEL066W",100,157,78,75,67,86
"YER161C",1746,2449,2499,1151,1527,1227
"YER131W",528,1059,601,437,469,512
"YER027C",1168,1505,942,769,731,821
"tH(GUG)E2",6,14,12,0,4,2
"YER088C-A",92,90,63,54,55,65
"YER002W",1543,2631,2104,1383,1574,978
"YEL062W",1163,1355,957,613,657,675
"YEL074W",15,26,26,7,18,17
"YER142C",727,866,573,403,456,483
"YER035W",2893,4051,3107,2076,2264,2309
"YER145C",730,1691,908,752,838,571
"YER176W",1593,2126,1868,948,1056,1228
"YER071C",219,350,221,108,172,104
"YER150W",49560,52403,42706,21048,28458,32539
"YER177W",16458,20292,17766,10591,12767,12723
"YER123W",1146,1566,1145,702,865,805
"YEL018W",355,323,281,155,158,190
"YER116C",1719,2421,1970,1167,1340,1214
"YER043C",930,1367,1103,560,846,684
"YEL004W",240,323,147,108,105,118
"YER141W",3189,3850,2620,1681,1931,2160
"YER170W",175,228,205,117,145,125
"YER047C",1873,2429,1818,1246,1230,1420
"YER132C",1234,1472,1097,713,833,824
"YEL068C",56,64,25,26,33,28
"YER080W",2841,3563,2912,1646,1910,2361
"YER052C",2440,3370,2701,1618,1674,2397
"YER070W",23,78,117,52,46,62
"YEL007W",487,911,461,463,489,514
"tE(UUC)E2",0,2,0,0,0,2
"YER068C-A",8,13,12,5,7,5
"YER115C",326,402,256,130,249,213
"tS(AGA)E",3,7,3,2,5,1
"YER076C",363,499,363,240,269,215
"YEL021W",33984,26744,61410,45780,18935,50387
"YEL026W",137,244,174,130,197,86
"YER040W",1319,1569,1425,929,897,976
"YEL016C",940,1326,977,668,640,769
"YER012W",1627,1976,1305,887,1038,1182
"YER190W",32,35,41,25,28,31
"YER185W",300,299,199,173,271,120
"YER189W",45,56,28,41,40,36
"YEL060C",68674,92017,60432,54917,51238,56771
"YEL052W",1227,1492,1071,764,702,1074
"YER149C",390,306,296,205,213,191
"YER111C",478,820,473,406,344,473
"YER081W",1400,1702,1890,862,1264,923
"YER010C",1238,1428,1318,727,931,877
"YER018C",526,618,392,369,335,357
"YEL076C",0,0,0,0,0,0
"YEL018C-A",0,0,0,0,0,0
"YER072W",1544,2769,2058,1280,1578,1282
"YER093C",1538,1846,1335,1010,929,1071
"YER178W",3581,4181,2744,2140,2087,3265
"YER030W",1729,3536,2165,1045,1606,991
"YER128W",255,380,300,187,205,181
"YER003C",276,349,275,203,206,228
"YER163C",546,625,447,290,324,275
"YEL005C",1356,1621,1073,762,869,957
"YER173W",531,823,555,381,372,408
"YEL065W",825,2255,1519,789,1247,956
"YEL055C",492,720,453,401,355,432
"YER029C",620,920,635,398,482,455
"YER089C",754,1065,876,423,635,509
"YER179W",314,384,241,151,193,182
"YEL011W",4996,6095,4775,3309,3281,4176
"YER166W",1900,2570,1805,1406,1352,1426
"YER061C",569,610,788,282,479,351
"YER082C",1351,1961,1423,1024,1011,962
"YER118C",333,420,239,197,208,245
"YER152C",647,681,562,411,374,515
"YER107C",420,583,372,240,250,262
"YER020W",11467,15804,10912,8432,9700,9329
"YER125W",5591,6836,4382,3317,3236,4708
"YER122C",3595,5082,3569,2427,2645,2670
"YER038W-A",1,3,1,0,0,0
"YER057C",1087,1755,1288,750,1072,811
"YEL033W",233,115,113,71,58,119
"YER006W",959,1619,1139,863,1022,779
"YER007W",332,454,287,204,228,190
"YER078W-A",23,21,20,8,14,7
"tA(UGC)E",5,12,15,7,5,13
"YEL002C",987,1324,842,626,627,698
"YEL064C",179,298,257,148,121,127
"YER103W",14302,12509,17188,5295,9038,9946
"YER007C-A",522,967,644,401,531,366
"snR80",0,1,2,2,0,1
"YER093C-A",673,687,585,345,401,363
"YER120W",2908,3798,2849,1901,2102,2242
"YER033C",1717,2291,1425,1311,1120,1605
"YER054C",3478,4590,3277,2206,2190,2556
"tV(AAC)E2",0,2,2,0,1,0
"YER164W",1862,2647,2155,1323,1458,1587
"YER139C",1215,1642,1393,626,962,582
"snR52",1,1,0,4,3,1
"YEL042W",424,748,474,361,330,379
"YER190C-A",0,0,0,0,0,0
"tS(UGA)E",15,29,9,10,5,9
"YER008C",2632,3392,2765,1821,1854,1857
"YER114C",2681,3363,2051,1808,1853,2090
"YER034W",590,647,571,353,375,348
"YEL008W",15,21,13,7,20,10
"YER014W",300,526,361,227,283,268
"YER143W",2106,2652,1817,1214,1317,1469
"YER053C-A",16440,21573,11985,6841,8920,8192
"YER028C",331,376,344,178,274,207
"YER048C",2461,3414,2366,1570,1815,1775
"YER044C",486,605,342,263,317,245
"YEL039C",4437,6380,3319,1828,2414,2160
"YER053C",3662,3984,2290,1765,1720,2619
"tQ(UUG)E1",0,0,1,1,1,2
"YEL034C-A",154,207,104,116,118,98
"YER155C",2314,2914,1971,1479,1455,1840
"snR4",113,240,169,140,125,103
"YER050C",1505,2383,1633,785,1099,677
"YER031C",643,897,608,403,424,425
"YER037W",8865,10851,8923,3936,5772,4020
"YEL049W",259,311,224,159,176,177
"tQ(UUG)E2",0,0,0,0,0,0
"YEL006W",512,711,460,333,367,338
"YER100W",1527,1765,1713,876,1133,895
"YER181C",22,32,19,18,8,7
"YER015W",1403,1975,1284,957,912,1260
"YER129W",2182,2887,1880,1492,1419,1823
"YER172C-A",0,0,2,0,0,0
"tR(UCU)E",0,0,0,0,0,0
"YEL072W",232,320,188,176,149,116
"YEL075C",1,2,1,0,0,0
"YER048W-A",1735,2764,1501,1071,1358,829
"YER051W",1018,1396,1109,583,838,698
"YER171W",598,817,561,373,401,465
"YER078C",319,399,321,196,201,254
"YER169W",6613,7840,6035,3893,4239,4431
"YEL003W",268,513,331,167,218,167
"YEL077W-A",0,0,0,0,0,0
"YEL017C-A",484,503,300,203,247,300
"YER133W",11300,14998,9550,5439,7522,5966
"YER152W-A",0,0,0,0,0,0
"YER060W",361,500,428,239,261,283
"YER186C",484,706,537,303,402,312
"YER188W",146,195,130,120,88,131
"YEL045C",66,115,81,47,59,61
"YER022W",1089,1367,1011,680,729,763
"YER148W-A",6,2,1,2,1,1
"YER157W",922,1195,779,502,606,658
"YER014C-A",0,0,0,0,0,0
"YEL076C-A",0,1,0,0,0,2
"YEL038W",475,566,424,311,309,387
"YER066W",217,341,206,173,153,169
"YER098W",1119,1557,896,751,825,790
"YEL035C",36,36,26,8,23,21
"RPR1",32,49,27,29,36,20
"YER063W",2354,2649,2265,1267,1478,1384
"YER127W",745,1123,720,565,575,470
"YER154W",754,749,600,429,419,482
"YER032W",401,526,485,326,312,295
"YER180C-A",66,77,39,36,39,17
"YEL071W",4261,6179,5230,3820,4498,3319
"tK(CUU)E2",1,0,0,0,0,0
"YEL057C",846,928,1208,262,709,435
"YEL069C",110,199,123,89,122,134
"YEL043W",1995,2491,1739,1244,1244,1564
"YER096W",3575,4820,2298,2180,2039,2257
"YER017C",3413,4288,2656,2268,2097,2537
"YEL019C",498,615,479,253,333,293
"YER009W",464,763,515,231,416,251
"YER104W",203,313,305,113,169,190
"YER067W",0,0,0,0,0,0
"SCR1",27,41,18,14,24,20
"YER044C-A",37,127,62,63,74,61
"YER101C",2320,2950,2294,1315,1699,1683
"YER121W",311,430,319,161,194,145
"YER019C-A",979,1603,858,760,921,740
"tE(UUC)E1",0,1,0,0,1,1
"YEL050C",692,943,653,406,544,471
"YER062C",12173,13503,16973,6392,9514,6763
"YER006C-A",2,3,0,3,0,3
"YER016W",345,424,406,231,318,174
"YEL025C",1449,1704,1167,788,878,1003
"YER024W",13649,24601,12367,15095,10712,13443
"YER023W",836,1107,865,500,616,557
"YER079W",1999,2130,1710,1035,1180,1458
"YER136W",5187,6395,4254,3048,3214,3553
"YER151C",2100,2577,2473,1398,1513,1485
"YEL029C",617,849,609,344,431,274
"YER065C",9728,17604,6210,8815,5554,8277
"YEL050W-A",20,17,16,4,10,11
"YER085C",2,0,1,0,0,1
"YER147C",1424,1753,1410,826,1042,796
"YER064C",1400,2818,1749,1060,1428,1347
"YER119C",1594,2010,1364,987,951,1283
"YEL020C-B",3,0,2,3,3,2
"YER068W",2086,2898,2005,1457,1402,1474
"YER158C",1064,1546,987,859,914,882
"YER138W-A",13,14,18,8,24,10
"YER130C",1754,1441,1397,947,1004,716
"YEL015W",1684,2299,1805,1150,1138,1290
"tK(CUU)E1",0,3,0,0,2,0
"YER153C",438,445,389,277,240,310
"YER137W-A",2,3,0,1,0,1
"YER113C",375,496,360,302,250,278
"YEL030W",1514,1687,1377,867,873,1026
"YER083C",1414,1739,1215,904,885,939
"YER167W",2364,3488,2329,2034,1884,1887
"YEL032C-A",0,0,0,0,0,0
"YEL073C",317,479,430,160,261,185
"tV(AAC)E1",0,0,0,1,0,0
"YER005W",1473,1726,1350,896,1057,918
"YER102W",298,491,279,222,293,209
"YER046W",257,556,247,208,310,173
"YER023C-A",0,0,0,0,0,0
"YEL031W",1164,1338,1047,744,724,777
"YER075C",2990,4206,2647,2323,1846,2263
"YER073W",1285,1760,1064,675,791,944
"YEL027W",2555,3596,2741,1711,1965,2432
"YEL024W",5566,6398,5194,3103,3602,3623
"YER049W",1792,2045,1664,942,1150,1020
"YER175W-A",98,156,99,51,93,62
"YEL037C",2360,3190,2182,1517,1724,1840
"YER134C",178,264,174,145,133,125
"YER088C",4440,5997,3896,3290,2734,4103
"YER175C",1664,2680,1774,1073,1249,1523
"tG(GCC)E",1,3,2,0,1,0
"YER021W",4389,5361,3780,2390,2879,3256
"YER004W",1347,2016,1206,856,1032,1143
"YER087C-A",5,2,1,2,0,1
"YEL017W",431,590,412,308,269,374
"YER106W",63,94,111,46,67,28
"YER066C-A",72,116,68,51,45,50
"YER117W",673,1184,575,356,515,466
"YER145C-A",1,9,0,4,4,6
"YER076W-A",70,121,111,44,50,55
"YER187W",291,324,294,165,189,188
"snR14",31,55,30,10,10,17
"YER046W-A",6,2,3,2,3,3
"YER168C",743,954,585,452,469,398
"YER124C",328,431,414,145,220,196
"SRG1",222,376,279,168,186,155
"YER095W",812,1126,768,660,664,648
"YEL028W",135,176,150,79,86,75
"YER045C",836,1438,1009,630,916,802
"YER088W-B",0,0,0,0,0,0
"YER086W",631,847,724,375,496,618
"YER188C-A",176,197,197,132,140,98
"YER148W",247,297,309,120,207,140
"YEL022W",1233,1689,1261,840,998,832
"YEL001C",971,1420,907,622,795,716
"YER056C",1542,3017,2068,1233,1481,1462
"YER087C-B",485,630,465,290,324,303
"YEL013W",2157,2913,1709,1366,1419,1509
"YER074W",132,241,118,120,116,110
"tE(UUC)E3",0,0,0,0,0,0
"YER133W-A",56,56,38,27,18,28
"YER119C-A",36,40,29,24,14,9
"YEL063C",1415,1874,1470,921,1034,1110
"YEL051W",1101,1457,993,587,773,666
"YER190C-B",0,0,0,0,0,0
"YEL061C",515,716,806,349,474,308
"YER059W",689,956,726,421,508,535
"YER091C-A",0,0,2,4,2,1
"YER140W",465,632,542,290,353,279
"YEL056W",1279,1603,1217,746,967,1093
"YER084W-A",2,1,2,1,1,1
"YER036C",3572,4427,3825,2101,2360,2201
"YEL009C",2835,3913,2711,1817,2109,2374
"YER079C-A",2,1,2,2,3,0
"YEL053W-A",2,0,0,0,5,1
"tM(CAU)E",18,21,16,6,17,5
"YEL030C-A",9,4,9,2,4,8
"YEL014C",12,9,6,3,11,10
"YER156C",228,348,264,219,180,237
"YER162C",2152,2921,2088,1484,1710,1635
"YER090W",1380,1918,1425,925,1036,1189
"YER074W-A",831,1411,954,493,726,442
"YER041W",1538,1909,1334,950,933,1096
"YER165C-A",53,67,46,35,32,31
"YER097W",18,17,22,11,12,12
"YER112W",1056,1676,1517,680,1065,589
"YER090C-A",0,0,0,0,0,0
"YER067C-A",6,3,0,0,1,3
"snR67",5,4,3,6,7,0
"tH(GUG)E1",12,7,8,5,8,8
"YER174C",406,535,326,177,231,328
"YER107W-A",137,196,153,118,129,114
"YER026C",1973,3207,2134,1227,1589,1417
"YER099C",1571,2133,1374,972,1103,1116
"YEL048C",94,126,75,38,69,60
"YEL070W",113,240,117,84,98,93
"YER025W",2748,3909,2823,2058,2052,2261
"YEL075W-A",0,0,1,0,0,0
"YER126C",1083,2006,1106,790,1011,561
"tI(AAU)E1",2,4,2,0,0,2
"YER182W",1759,2002,1566,1021,1061,1040
"YER165W",2937,4218,3375,2112,2272,2946
"YEL058W",2816,3602,2431,2004,2196,1805
"YER060W-A",229,311,282,226,164,275
"YER184C",1047,1055,699,671,628,684
"YEL012W",3583,5192,3102,2307,2471,2566
"YEL020W-A",114,198,107,69,99,64
"YER077C",1192,1850,1194,881,925,806
"YER039C",268,385,242,133,185,179
"YER042W",1465,1449,882,699,681,735
"YER019W",1009,1202,747,638,602,676
"YER039C-A",383,486,313,196,235,195
"YER058W",176,173,153,96,118,101
"YER110C",1822,2845,1845,1630,1471,1736
"YER135C",28,46,15,20,13,16
"YEL023C",649,861,566,361,422,488
"YEL077C",413,425,410,241,255,334
"tI(AAU)E2",3,8,3,1,0,1
"YER001W",308,488,391,237,300,180
"YEL020C",2623,2600,1962,1412,1348,1571
"YEL044W",979,1427,971,583,709,571
"YER180C",646,977,642,425,389,420
"YER087W",448,697,437,338,299,289
"YER055C",1129,1665,1039,686,707,826
"tR(ACG)E",1,0,1,0,0,2
"YER091C",6280,8254,4006,4034,2921,5893
"YER138C",4,3,0,2,1,4
"YER137C-A",0,0,0,0,0,0
"YER159C-A",0,0,0,0,0,0
"YER160C",40,44,35,21,21,24
"YHR094C",7571,6608,11255,3143,3891,4581
"YHL031C",326,429,260,212,260,216
"YHL002W",2433,3002,2179,1416,1664,1544
"YHR219C-A",0,0,0,0,0,0
"YHR045W",321,441,251,236,206,242
"YHR084W",522,769,655,384,436,394
"YHR126C",18,35,28,11,16,10
"tS(AGA)H",1,1,0,0,0,2
"YHR125W",38,48,16,14,20,19
"YHR206W",2307,2957,2196,1636,1640,1683
"YHR097C",22699,24768,21399,14571,15575,15202
"YHR005C-A",1102,1844,1057,712,907,655
"YHR193C-A",1,0,0,0,0,0
"YHR007C",2948,4484,2365,2363,2031,2125
"YHR214C-D",0,0,0,0,0,0
"YHR212W-A",0,0,0,0,0,0
"YHR184W",153,179,170,74,129,95
"YHR132C",2165,2738,2585,1496,1696,1473
"YHR182C-A",0,4,0,1,0,1
"YHR025W",829,1097,860,605,682,750
"YHR055C",0,0,0,0,0,0
"YHR073W",2467,2829,2132,1577,1426,1901
"YHL015W-A",169,182,200,119,130,99
"YHR064C",765,1030,840,543,639,609
"YHL041W",0,8,2,2,8,3
"YHR143W",202,263,308,141,181,216
"YHR052W-A",0,0,0,0,0,0
"YHL047C",1349,1743,1166,843,960,1061
"YHR175W-A",205,133,83,72,71,148
"YHR003C",733,911,684,432,510,440
"YHL032C",2050,3532,1660,1626,1343,2075
"YHR154W",349,502,440,222,322,227
"YHR031C",1865,2334,1911,1213,1342,1293
"YHL042W",115,128,123,62,76,67
"YHR022C-A",0,1,1,0,0,2
"YHR180C-B",0,0,0,0,0,0
"YHR106W",3364,4045,3328,1790,2229,2001
"YHR186C",1570,2365,1655,1332,1166,1293
"YHL029C",1668,2338,1484,1238,1162,1348
"YHR048W",2757,5193,3010,1637,2634,2272
"YHR039C-A",1099,2029,1167,836,1005,761
"YHR073W-A",0,0,0,0,0,0
"YHR035W",359,504,424,192,236,172
"YHR165C",2434,2662,1948,1406,1349,1702
"YHL006C",189,225,165,117,122,121
"YHL025W",1722,2021,1430,1020,1059,997
"YHR172W",92,120,84,82,79,92
"YHR002W",789,867,606,371,431,401
"YHR016C",3237,4025,2690,1782,2100,2038
"RUF5-2",8,9,3,6,3,2
"YHR079C",1398,1930,1236,1043,977,1104
"YHR169W",510,634,454,369,333,266
"YHR054C",152,179,104,63,71,48
"YHR065C",747,1126,810,554,621,529
"YHR088W",930,1507,1115,673,897,527
"tH(GUG)H",0,1,0,0,0,0
"YHR093W",51,53,48,37,43,28
"YHL036W",1139,1199,915,728,593,653
"YHR100C",279,428,244,195,195,169
"YHR105W",650,888,742,457,439,497
"YHR056C",802,884,672,482,564,590
"YHR135C",7264,9154,6963,4448,4889,5120
"YHR180W",508,685,455,319,355,280
"YHR086W",1436,1911,1124,965,845,1071
"YHR146W",4547,6143,5610,3205,3843,3206
"YHR195W",3911,5231,3008,2448,2581,2917
"YHR119W",1057,1449,1070,782,697,815
"YHR033W",26027,36924,25525,17709,19037,19297
"YHR024C",565,727,553,407,433,415
"YHL043W",240,278,247,153,172,132
"YHL039W",637,1005,574,410,418,489
"YHR059W",351,364,334,205,256,228
"YHL048C-A",27,41,29,24,10,20
"YHR026W",1201,1304,832,664,724,733
"YHR160C",707,1016,651,463,468,538
"YHR085W",238,336,206,135,194,139
"YHR113W",1558,1961,1300,971,869,1256
"YHR175W",546,756,424,426,419,402
"YHR148W",356,551,354,281,281,227
"YHR208W",3703,4522,2732,2229,2278,3138
"YHR001W",2959,3748,2489,1610,1750,1924
"YHR131C",2357,2969,2195,1609,1614,1650
"YHR049C-A",53,56,22,30,24,40
"YHR086W-A",3,5,5,0,1,4
"YHR141C",431,1093,485,280,423,336
"YHR170W",1662,2752,2025,1299,1443,1176
"YHL021C",19781,19458,11228,10329,9484,13268
"YHR078W",1218,1572,1016,798,767,848
"YHR007C-A",228,222,104,92,124,186
"YHL044W",1016,1164,658,589,526,684
"YHR214W-A",32,47,16,9,15,20
"YHR161C",6896,9144,7298,4388,5161,5098
"YHR074W",1906,2430,1588,1155,1114,1574
"YHR164C",856,1280,981,690,739,809
"YHL006W-A",45,60,32,32,30,49
"YHR204W",702,799,634,399,416,495
"YHL002C-A",2,0,0,0,0,1
"YHL030W-A",4,8,3,9,4,10
"tF(GAA)H2",1,0,0,0,0,0
"YHR163W",812,1119,673,559,536,628
"YHL046C",24,16,24,14,10,12
"YHR056W-A",1,1,1,1,1,0
"YHL004W",1284,1727,1190,932,903,970
"YHL009C",698,934,687,496,554,521
"YHR138C",19363,30503,21210,10911,15840,9811
"YHR166C",495,614,388,303,324,277
"YHR151C",373,665,412,329,318,312
"YHL014C",298,380,280,152,204,154
"YHR021C",461,717,360,330,309,305
"YHR198C",944,1263,800,622,549,673
"YHL034C",3164,4272,3157,1982,2314,2542
"YHR124W",579,651,552,351,434,357
"YHR011W",459,566,429,313,294,328
"YHR096C",58700,68921,42700,32640,32041,44699
"YHR185C",2,8,4,4,0,4
"YHR190W",3753,4195,2921,2039,2032,2780
"YHR075C",1698,2062,1244,1014,991,1183
"YHR117W",606,787,692,440,503,491
"YHR109W",215,255,217,124,154,169
"YHR207C",800,1192,916,529,635,620
"YHR132W-A",1187,2038,1241,789,1103,765
"YHR015W",109,152,141,74,90,48
"YHL015W",1200,2497,1395,1071,1322,974
"YHR090C",899,1107,991,617,684,597
"YHR189W",490,502,336,317,221,381
"YHR001W-A",3097,3816,2352,1498,1799,1883
"YHR070C-A",136,180,164,79,101,88
"YHR108W",880,1203,963,616,614,717
"YHR006W",3325,4244,3396,2517,2555,2514
"YHR147C",695,1103,638,433,571,409
"YHR180W-A",0,0,3,0,0,0
"YHR092C",356,439,517,203,294,259
"YHR080C",4647,5589,3385,2702,2376,3581
"YHL045W",14,14,12,7,8,9
"YHR022C",522,961,599,435,506,573
"YHL027W",5714,6991,4591,3866,3771,4118
"YHL003C",809,1112,611,490,521,528
"YHR070W",694,1058,825,576,542,479
"YHR150W",1752,2245,1606,1256,1139,1075
"YHR133C",418,553,429,216,341,212
"YHR215W",98,298,207,108,145,92
"YHL020C",3070,4989,3463,2167,2657,2264
"YHR101C",474,630,517,290,376,262
"YHR046C",1180,1949,1931,919,1077,845
"YHR095W",17,13,6,6,6,8
"YHR182W",732,923,851,460,574,537
"YHR098C",1495,1673,1128,874,786,1127
"YHR145C",2,0,1,0,0,1
"YHR120W",310,388,324,218,243,232
"YHL030W",1174,1619,887,811,770,1136
"tV(CAC)H",1,1,1,0,1,3
"YHR051W",2193,2752,1673,1187,1392,1373
"YHR130C",56,94,26,22,23,44
"YHR149C",39,77,58,64,66,34
"YHR127W",259,402,251,206,228,180
"YHR194W",1535,1866,1431,851,1025,1035
"YHR213W-A",0,0,3,1,1,1
"YHR032C-A",3,1,0,1,1,2
"YHR203C",1021,1905,1018,911,947,952
"YHR168W",474,723,526,363,374,330
"YHR167W",96,110,76,54,58,59
"YHR050W",710,1086,591,601,625,591
"YHR112C",1254,1532,1217,730,918,757
"YHR027C",8025,10287,7020,5085,5462,6081
"YHR214C-E",0,2,0,0,6,0
"YHR214W",23,37,20,30,34,30
"YHR188C",2000,1885,1567,1117,991,1456
"YHL023C",903,1355,972,682,747,678
"YHR099W",2884,3655,2180,1596,1692,2202
"YHR196W",720,1387,887,649,739,458
"YHR177W",274,401,251,186,202,226
"YHR174W",5176,8378,13312,3849,7001,5169
"YHR199C-A",363,530,384,269,286,291
"YHR034C",1223,1544,1328,697,795,664
"YHR179W",934,1325,1631,548,985,673
"YHR014W",63,71,58,46,41,40
"YHR171W",1619,2092,1288,1151,954,1160
"tF(GAA)H1",5,7,6,1,2,2
"YHR121W",414,656,404,218,346,192
"YHR116W",283,405,365,194,242,200
"YHR087W",14416,17584,11790,8378,8913,10451
"YHR176W",426,567,344,304,310,316
"YHR173C",3,10,9,8,6,10
"YHL010C",1533,2341,1452,1018,1158,1285
"YHR102W",2184,2837,2014,1550,1402,1603
"YHR063C",402,532,415,314,302,296
"YHR050W-A",1548,1827,959,818,868,970
"YHR137C-A",0,0,0,0,0,0
"YHL017W",947,1316,773,552,602,637
"YHL035C",9220,14284,7027,6858,5936,8792
"YHR043C",352,540,332,236,255,270
"YHR115C",1690,2025,1528,1139,1091,1290
"YHL007C",1558,2402,1738,1195,1174,1360
"YHR018C",3091,4462,3709,1817,2473,2737
"YHR076W",839,1057,824,490,646,468
"YHL019C",986,1139,1029,637,754,756
"YHR061C",276,414,317,168,185,189
"tV(AAC)H",1,2,2,0,0,0
"snR32",21,37,17,13,23,8
"YHR068W",490,674,556,379,409,394
"YHR218W-A",0,0,0,0,0,0
"YHR037W",6095,7914,5128,3889,3969,4181
"YHR012W",1783,2090,1362,926,1045,928
"YHR144C",114,116,102,56,72,74
"YHR077C",3954,5313,5140,2272,3229,2445
"YHR156C",472,739,577,356,399,324
"YHR217C",2,3,0,4,0,0
"YHR036W",365,489,425,260,275,235
"YHR091C",967,1216,967,616,674,611
"YHR052W",363,703,463,342,405,320
"YHR123W",343,420,339,195,229,155
"YHR009C",4204,5523,3529,2510,2609,3022
"YHL018W",215,216,249,139,146,126
"YHL012W",336,434,330,147,204,106
"YHR211W",802,1072,870,501,511,544
"YHR155W",1449,2002,1118,894,841,1069
"RUF5-1",1,1,2,1,1,0
"YHR139C",62091,66725,38515,31894,32060,46181
"YHR032W-A",297,288,248,196,131,186
"tA(AGC)H",0,1,1,0,1,0
"YHR210C",63,57,47,36,36,46
"YHR072W-A",2211,4252,2597,1712,2388,1219
"YHR140W",1545,2274,1120,1170,1026,998
"YHR044C",154,217,170,79,100,108
"YHL016C",1100,1258,749,678,578,731
"tP(UGG)H",0,0,0,0,0,0
"YHR202W",1424,1792,1047,952,772,1063
"YHR019C",1783,2634,1761,1412,1331,1696
"YHL034W-A",39,102,48,42,40,51
"YHR213W-B",11,38,29,4,18,10
"YHR104W",18760,21438,13845,9960,9617,14356
"YHR083W",1339,1637,1491,849,1053,868
"YHR165W-A",14,10,14,6,2,8
"YHL022C",194,265,206,101,133,161
"YHR032W",2621,3286,2352,1756,1944,1968
"YHR008C",10311,11453,9124,5671,6355,7724
"YHL038C",549,652,500,351,348,333
"YHR071C-A",14,19,11,17,3,8
"YHR081W",1896,2989,2104,1085,1584,851
"YHL050W-A",0,0,0,0,0,0
"YHL028W",284,520,369,215,303,238
"YHR073C-B",0,0,0,0,0,0
"YHL033C",223,440,233,191,202,232
"YHR066W",715,1017,762,530,600,498
"YHR029C",671,1031,810,402,614,448
"YHR178W",472,760,416,377,322,385
"YHR063W-A",7,3,1,4,0,3
"YHR040W",1121,1634,1193,772,916,847
"YHR192W",714,787,597,355,492,489
"YHR017W",901,1084,753,517,542,638
"YHR004C",1403,1692,1254,800,823,863
"YHL040C",709,1257,802,605,672,604
"YHR191C",468,540,482,221,408,198
"YHR201C",1212,1624,1184,734,853,770
"YHR103W",2341,2936,2031,1752,1557,1867
"YHR213W",4,0,0,0,5,1
"YHR153C",16,8,4,2,4,9
"YHR082C",4146,4956,3329,2530,2391,3249
"YHR069C-A",0,2,2,1,0,0
"YHR020W",630,941,776,509,514,550
"YHR057C",1363,2007,1425,909,1057,997
"YHL024W",1162,2489,1404,1357,1198,1380
"YHR128W",358,561,504,230,360,282
"tQ(UUG)H",0,0,0,0,0,0
"YHR047C",1221,1924,1107,1000,896,1104
